,accession,ambiguous_bases,checkm_completeness,checkm_contamination,checkm_marker_count,checkm_marker_lineage,checkm_marker_set_count,checkm_strain_heterogeneity,coding_bases,coding_density,contig_count,gc_count,gc_percentage,genome_size,gtdb_genome_representative,gtdb_representative,gtdb_taxonomy,gtdb_type_designation_ncbi_taxa,gtdb_type_designation_ncbi_taxa_sources,gtdb_type_species_of_genus,l50_contigs,l50_scaffolds,longest_contig,longest_scaffold,lsu_23s_contig_len,lsu_23s_count,lsu_23s_length,lsu_23s_query_id,lsu_5s_contig_len,lsu_5s_count,lsu_5s_length,lsu_5s_query_id,lsu_silva_23s_blast_align_len,lsu_silva_23s_blast_bitscore,lsu_silva_23s_blast_evalue,lsu_silva_23s_blast_perc_identity,lsu_silva_23s_blast_subject_id,lsu_silva_23s_taxonomy,mean_contig_length,mean_scaffold_length,mimag_high_quality,mimag_low_quality,mimag_medium_quality,n50_contigs,n50_scaffolds,ncbi_assembly_level,ncbi_assembly_name,ncbi_assembly_type,ncbi_bioproject,ncbi_biosample,ncbi_contig_count,ncbi_contig_n50,ncbi_country,ncbi_date,ncbi_genbank_assembly_accession,ncbi_genome_category,ncbi_genome_representation,ncbi_isolate,ncbi_isolation_source,ncbi_lat_lon,ncbi_molecule_count,ncbi_ncrna_count,ncbi_organism_name,ncbi_protein_count,ncbi_refseq_category,ncbi_rrna_count,ncbi_scaffold_count,ncbi_scaffold_l50,ncbi_scaffold_n50,ncbi_scaffold_n75,ncbi_scaffold_n90,ncbi_seq_rel_date,ncbi_spanned_gaps,ncbi_species_taxid,ncbi_ssu_count,ncbi_strain_identifiers,ncbi_submitter,ncbi_taxid,ncbi_taxonomy,ncbi_taxonomy_unfiltered,ncbi_total_gap_length,ncbi_total_length,ncbi_translation_table,ncbi_trna_count,ncbi_type_material_designation,ncbi_ungapped_length,ncbi_unspanned_gaps,ncbi_wgs_master,protein_count,scaffold_count,ssu_contig_len,ssu_count,ssu_gg_blast_align_len,ssu_gg_blast_bitscore,ssu_gg_blast_evalue,ssu_gg_blast_perc_identity,ssu_gg_blast_subject_id,ssu_gg_taxonomy,ssu_length,ssu_query_id,ssu_silva_blast_align_len,ssu_silva_blast_bitscore,ssu_silva_blast_evalue,ssu_silva_blast_perc_identity,ssu_silva_blast_subject_id,ssu_silva_taxonomy,total_gap_length,trna_aa_count,trna_count,trna_selenocysteine_count,ncbi_genus_taxid
101396,RS_GCF_000208545.1,0,99.74,0.65,1173,f__Enterobacteriaceae (UID5124),336,0.0,4597772,88.56936241922317,453,2610544,50.28831739532289,5191154,RS_GCF_003697165.2,f,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli,not type material,none,f,59,59,100963,100963,1330,2,1308,NZ_AEKA01000108.1,none,0,none,none,1308,2416,0,100,CU928158.3836268.3839171,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia fergusonii ATCC 35469,11459,11459,f,f,t,27634,27634,Contig,ASM20854v2,na,PRJNA224116,SAMN02469840,453,27634,none,2011-04-21,GCA_000208545.2,none,full,none,none,none,0,4,Escherichia sp. TW10509,5434,na,2,none,none,none,none,none,2011/04/21,0,754332,0,TW10509,"Georgia Institute of Technology, School of Civil and Environmental Engineering",754332,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;x__unclassified Escherichia;s__Escherichia sp. TW10509,0,5191154,11,27,none,5191154,0,AEKA00000000.1,5077,453,none,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none,0,12,27,1,561.0
98216,GB_GCA_000208585.2,0,98.94,0.1,1173,f__Enterobacteriaceae (UID5124),336,0.0,3925314,87.9408564955874,1,2257065,50.5662041982407,4463584,GB_GCA_021307345.1,f,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia ruysiae,not type material,none,f,1,1,4463584,4463584,4463584,1,2539,AEMF01000001.1,4463584,1,111,AEMF01000001.1,2539,4656,0,99.764,ADJX01000013.2906.5810,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli H605,4463584,4463584,t,f,f,4463584,4463584,Contig,ASM20858v2,na,PRJNA59765,SAMN02469833,1,4463584,none,2011-04-21,GCA_000208585.2,none,full,none,none,none,0,none,Escherichia sp. TW11588,none,na,none,none,none,none,none,none,2011/04/21,0,754333,none,TW11588,"Georgia Institute of Technology, School of Civil and Environmental Engineering",754333,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;x__unclassified Escherichia;s__Escherichia sp. TW11588,0,4463584,none,none,none,4463584,0,AEMF00000000.1,4378,1,4463584,1,none,none,none,none,none,none,1539,AEMF01000001.1,1539,2826,0,99.805,CP032892.4829929.4831482,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli,0,18,73,1,561.0
287841,GB_GCA_000208525.2,0,99.9,0.49,1173,f__Enterobacteriaceae (UID5124),336,0.0,4124572,88.14270984148693,533,2359988,50.433290414954826,4679425,GB_GCA_021307345.1,f,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia ruysiae,not type material,none,f,75,75,74557,74557,667,2,665,AEJZ01000207.1,none,0,none,none,665,1229,0,100,CU928163.4524177.4527078,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli UMN026,8779,8779,f,f,t,19725,19725,Contig,ASM20852v2,na,PRJNA56133,SAMN02469845,533,19725,none,2011-04-21,GCA_000208525.2,none,full,none,none,none,0,none,Escherichia sp. TW14182,none,na,none,none,none,none,none,none,2011/04/21,0,754336,none,TW14182,"Georgia Institute of Technology, School of Civil and Environmental Engineering",754336,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;x__unclassified Escherichia;s__Escherichia sp. TW14182,0,4679425,none,none,none,4679425,0,AEJZ00000000.1,4662,533,870,1,none,none,none,none,none,none,868,AEJZ01000241.1,868,1592,0,99.77,CU651637.2709763.2711303,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli,0,10,20,1,561.0
302549,RS_GCF_000208485.1,0,99.97,0.34,1173,f__Enterobacteriaceae (UID5124),336,0.0,4666687,88.62892660835162,517,2640068,50.13972289400546,5265422,RS_GCF_003697165.2,f,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli,not type material,none,f,68,68,101241,101241,1295,3,1163,NZ_AEJX01000288.1,none,0,none,none,1163,2148,0,100,CU928158.247178.250081,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia fergusonii ATCC 35469,10184,10184,f,f,t,22152,22152,Contig,ASM20848v2,na,PRJNA224116,SAMN02469832,517,22152,none,2011-04-21,GCA_000208485.2,none,full,none,none,none,0,4,Escherichia sp. TW15838,5508,na,5,none,none,none,none,none,2011/04/21,0,910237,2,TW15838,"Georgia Institute of Technology, School of Civil and Environmental Engineering",910237,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;x__unclassified Escherichia;s__Escherichia sp. TW15838,0,5265422,11,24,none,5265422,0,AEJX00000000.1,5201,517,891,2,886,1637,0,100,4379683,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__;s__,887,NZ_AEJX01000309.1,887,1639,0,100,CU651637.2709763.2711303,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli,0,11,24,1,561.0
192643,GB_GCA_000407765.1,0,99.97,0.1,1173,f__Enterobacteriaceae (UID5124),336,0.0,4130025,86.87309243199014,37,2372816,50.55050638577182,4754090,GB_GCA_021307345.1,f,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia ruysiae,not type material,none,f,4,1,802166,4447089,4447089,6,2619,KE136626.1,4447089,7,111,KE136626.1,2619,4837,0,100,ASTS01000018.1.2629,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia sp. KTE114,126863,396174,t,f,f,515979,4447089,Scaffold,Esch_coli_KTE114_V1,na,PRJNA157561,SAMN00847639,37,515979,none,2013-06-04,GCA_000407765.1,none,full,none,none,none,0,0,Escherichia sp. KTE114,none,na,17,12,1,4447089,4447089,4447089,2013/06/04,25,1169321,4,KTE114,Broad Institute,1169321,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;x__unclassified Escherichia;s__Escherichia sp. KTE114,60139,4754090,11,74,none,4693951,0,ASTS00000000.1,4376,12,4447089,4,none,none,none,none,none,none,1539,KE136626.1,1539,2815,0,99.675,CU928158.4161341.4162882,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia fergusonii ATCC 35469,60139,18,73,1,561.0
300608,RS_GCF_000350705.1,0,100.0,0.04,1173,f__Enterobacteriaceae (UID5124),336,0.0,3938686,87.00152369726976,47,2265555,50.49441198338928,4527146,RS_GCF_002900365.1,f,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia marmotae,not type material,none,f,6,1,618600,3399314,3399314,7,2902,NZ_KB732249.1,513988,8,111,NZ_KB732246.1,2902,5360,0,100,ASVD01000019.327154.330056,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia sp. KTE96,95462,646735,t,f,f,229669,3399314,Scaffold,Esch_coli_KTE11_V1,na,PRJNA224116,SAMN00847649,47,229669,none,2013-04-05,GCA_000350705.1,none,full,none,none,none,0,1,Escherichia sp. KTE11,4387,na,20,7,1,3399314,3399314,513988,2013/04/05,40,1169331,6,KTE11,Broad Institute,1169331,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;x__unclassified Escherichia;s__Escherichia sp. KTE11,40402,4527146,11,84,none,4486744,0,ANSR00000000.1,4115,7,3399314,6,1540,2771,0,99.156,2235399,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__coli,1539,NZ_KB732249.1-#4,1539,2832,0,99.87,CP025979.2766445.2767998,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia marmotae,40402,18,84,1,561.0
302232,RS_GCF_000407925.1,0,99.89,0.04,1173,f__Enterobacteriaceae (UID5124),336,0.0,3973867,87.20397877629017,29,2286745,50.64841407602627,4556979,GB_GCA_021307345.1,f,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia ruysiae,not type material,none,f,4,2,981133,1647208,518938,7,2901,NZ_KE136725.1,1647208,6,111,NZ_KE136722.1,2901,5358,0,100,ASTZ01000017.186263.189164,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia sp. KTE31,155687,506331,t,f,f,454369,1222044,Scaffold,Esch_coli_KTE31_V1,na,PRJNA224116,SAMN00847667,29,454369,none,2013-06-04,GCA_000407925.1,none,full,none,none,none,0,3,Escherichia sp. KTE31,4444,na,15,9,2,1222044,1139320,518938,2013/06/04,20,1169349,5,KTE31,Broad Institute,1169349,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;x__unclassified Escherichia;s__Escherichia sp. KTE31,42040,4556979,11,79,none,4514939,0,ASTZ00000000.1,4173,9,1222044,6,1540,2776,0,99.221,2235399,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__coli,1539,NZ_KE136726.1,1539,2815,0,99.675,CU928164.4546716.4548257,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli IAI39,42040,19,79,1,561.0
203554,RS_GCF_000408325.1,0,99.65,0.62,1173,f__Enterobacteriaceae (UID5124),336,28.57,4041547,86.95369766756384,49,2322419,50.31681743100344,4647930,RS_GCF_002900365.1,f,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia marmotae,not type material,none,f,8,1,536662,2568223,2568223,6,2902,NZ_KE138680.1-#2,1011190,7,111,NZ_KE138677.1,2902,5360,0,100,ASUT01000032.20722.23624,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia sp. KTE52,94195,516436,t,f,f,157654,2568223,Scaffold,Esch_coli_KTE52_V1,na,PRJNA224116,SAMN00854611,49,157654,Denmark,2013-06-05,GCA_000408325.1,none,full,none,none,none,0,2,Escherichia sp. KTE52,4565,na,18,9,1,2568223,1011190,862476,2013/06/05,40,1182659,5,KTE52,Broad Institute,1182659,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;x__unclassified Escherichia;s__Escherichia sp. KTE52,32338,4647930,11,73,none,4615592,0,ASUT00000000.1,4288,9,2568223,6,1539,2769,0,99.155,2235399,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__coli,1538,NZ_KE138680.1,1538,2830,0,99.87,CP025979.2766445.2767998,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia marmotae,32338,19,73,1,561.0
5625,RS_GCF_000408525.1,0,99.7,0.04,1173,f__Enterobacteriaceae (UID5124),336,0.0,4046845,87.8128193833555,33,2315044,50.40377775121561,4608490,RS_GCF_002900365.1,f,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia marmotae,not type material,none,f,6,1,723054,3110876,128771,7,2902,NZ_KE137148.1,678873,7,111,NZ_KE137146.1,2902,5360,0,100,ASVD01000019.327154.330056,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia sp. KTE96,139181,1152122,t,f,f,229293,3110876,Scaffold,Esch_coli_KTE96_V1,na,PRJNA224116,SAMN00854649,33,229293,Denmark,2013-06-04,GCA_000408525.1,none,full,none,none,none,0,1,Escherichia sp. KTE96,4545,na,21,4,1,3110876,689970,678873,2013/06/04,29,1182697,7,KTE96,Broad Institute,1182697,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;x__unclassified Escherichia;s__Escherichia sp. KTE96,15493,4608490,11,78,none,4592997,0,ASVD00000000.1,4289,4,3110876,7,1540,2771,0,99.156,2235399,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__coli,1539,NZ_KE137149.1-#4,1539,2832,0,99.87,CP025979.2766445.2767998,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia marmotae,15493,19,79,1,561.0
99801,RS_GCF_000408805.1,0,99.7,0.19,1173,f__Enterobacteriaceae (UID5124),336,0.0,4187758,87.07262709221332,48,2400437,50.25760709307229,4809500,RS_GCF_002900365.1,f,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia marmotae,not type material,none,f,7,1,423393,3535769,3535769,6,2755,NZ_KE137292.1,3535769,7,111,NZ_KE137292.1,2755,5088,0,100,ASVR01000004.1.2764,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia sp. KTE159,99505,687071,t,f,f,192611,3535769,Scaffold,Esch_coli_KTE159_V1,na,PRJNA224116,SAMN00854684,48,192611,Denmark,2013-06-04,GCA_000408805.1,none,full,none,none,none,0,2,Escherichia sp. KTE159,4743,na,14,7,1,3535769,663026,387301,2013/06/04,41,1182732,4,KTE159,Broad Institute,1182732,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;x__unclassified Escherichia;s__Escherichia sp. KTE159,33234,4809500,11,68,none,4776266,0,ASVR00000000.1,4440,7,3535769,3,1539,2774,0,99.22,2235399,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__coli,1538,NZ_KE137292.1,1538,2835,0,99.935,CP025979.2766445.2767998,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia marmotae,33234,18,68,1,561.0
200298,RS_GCF_000408845.1,0,99.97,0.09,1173,f__Enterobacteriaceae (UID5124),336,0.0,4582813,85.90073870526953,75,2648679,50.59747211214172,5335010,RS_GCF_003697165.2,f,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli,not type material,none,f,9,1,436929,5135999,5135999,2,2536,NZ_KE137316.1,5135999,7,111,NZ_KE137316.1,2536,4684,0,100,ASVT01000035.1.2549,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia sp. KTE172,69797,444584,t,f,f,215266,5135999,Scaffold,Esch_coli_KTE172_V1,na,PRJNA224116,SAMN01883166,75,215266,none,2013-06-04,GCA_000408845.1,none,full,none,none,none,0,3,Escherichia sp. KTE172,5434,na,6,12,1,5135999,5135999,5135999,2013/06/04,63,1279005,4,KTE172,Broad Institute,1279005,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;x__unclassified Escherichia;s__Escherichia sp. KTE172,100205,5335010,11,76,none,5234805,0,ASVT00000000.1,4943,12,5135999,4,1542,2787,0,99.351,2235399,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__coli,1539,NZ_KE137316.1-#3,1539,2832,0,99.87,CP029579.3112859.3114412,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli,100205,19,76,1,561.0
249936,RS_GCF_013392385.1,0,100.0,0.17,1173,f__Enterobacteriaceae (UID5124),336,0.0,4100175,88.23985150512469,233,2350923,50.59420547171334,4646625,RS_GCF_002900365.1,f,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia marmotae,not type material,none,f,8,8,539549,539549,3208,1,2901,NZ_JAAEIP010000044.1,313,1,110,NZ_JAAEIP010000086.1,2901,5358,0,100,ANSR01000040.2223.5124,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia sp. KTE11,19942,19942,t,f,f,157706,157706,Contig,ASM1339238v1,na,PRJNA224116,SAMN13943453,233,157706,Switzerland,2020-07-08,GCA_013392385.1,none,full,none,rectal swab,47.33 N 7.34 E,0,1,Escherichia marmotae,none,na,5,none,none,none,none,none,2020/07/08,0,1499973,2,BS116-C,University of Bern,1499973,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia marmotae,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia marmotae,0,4646625,11,71,none,4646625,0,JAAEIP000000000.1,4466,233,1698,1,none,none,none,none,none,none,1538,NZ_JAAEIP010000048.1,1538,2835,0,99.935,CP025979.2766445.2767998,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia marmotae,0,19,76,1,561.0
73595,GB_GCA_017546045.1,0,55.5,0.1,1207,f__Enterobacteriaceae (UID5162),328,0.0,2263566,88.73722785691436,55,1308774,51.30708654008994,2550864,RS_GCF_003697165.2,f,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli,not type material,none,f,10,10,200908,200908,none,0,none,none,103442,3,111,JAFYXS010000008.1,none,none,none,none,none,none,46379,46379,f,f,t,86786,86786,Contig,ASM1754604v1,na,PRJNA657473,SAMN16347988,55,86786,none,2021-03-22,GCA_017546045.1,derived from metagenome,full,RGIG7517,ruminant gastrointestinal tract,none,0,1,Escherichia sp.,none,na,3,none,none,none,none,none,2021/03/22,0,1884818,0,RGIG7517,Nanjing Agricultural University,1884818,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;x__unclassified Escherichia;s__Escherichia sp.,0,2550864,11,40,none,2550864,0,JAFYXS000000000.1,2399,55,none,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none,0,14,40,1,561.0
194995,GB_GCA_002918705.1,0,97.9,1.96,1162,f__Enterobacteriaceae (UID5121),336,0.0,4104900,88.50895115739323,51,2613176,56.34472629045098,4637836,GB_GCA_002918705.1,t,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Pseudescherichia;s__Pseudescherichia sp002918705,not type material,none,f,4,4,776758,776758,2947,1,2904,PQKR01000038.1,183716,7,357,PQKR01000009.1,2904,5108,0,98.416,CP019445.1666701.1669628,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Kosakonia;Kosakonia cowanii,90937,90937,t,f,f,410212,410212,Contig,ASM291870v1,na,PRJNA430813,SAMN06921700,51,410212,USA,2018-02-06,GCA_002918705.1,none,full,none,none,38.984652 N 77.094709 W,0,5,Escherichia sp. ESNIH1,none,na,14,none,none,none,none,none,2018/02/06,0,1985876,2,ESNIH1,NIH,1985876,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;x__unclassified Escherichia;s__Escherichia sp. ESNIH1,0,4637836,11,73,none,4637836,0,PQKR00000000.1,4391,51,1405,2,none,none,none,none,none,none,1325,PQKR01000041.1,1325,2359,0,98.792,CP031565.2116397.2117948,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter;Enterobacter hormaechei,0,19,74,1,561.0
142667,RS_GCF_005781255.1,0,98.96,0.67,1173,f__Enterobacteriaceae (UID5124),336,0.0,4349110,88.77044510853337,44,2479515,50.611859902647005,4899277,RS_GCF_005843885.1,f,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia sp005843885,not type material,none,f,6,6,697030,697030,88219,1,2899,NZ_VATU01000006.1,137145,4,356,NZ_VATU01000008.1,2901,5295,0,99.621,CP000247.4127494.4130397,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli 536,111342,116649,t,f,f,317508,324229,Scaffold,ASM578125v1,na,PRJNA224116,SAMN07709035,44,317508,Hong Kong,2019-05-23,GCA_005781255.1,none,full,none,Sediment,22.4117 N 114.2750 E,0,9,Escherichia sp. E4385,none,na,7,42,6,324229,129667,84585,2019/05/23,2,2040639,1,E4385,HongKong University of Science and Technology,2040639,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;x__unclassified Escherichia;s__Escherichia sp. E4385,198,4899277,11,74,none,4899079,0,VATU00000000.1,4607,42,1857,1,none,none,none,none,none,none,1539,NZ_VATU01000038.1,1539,2843,0,100,CP027701.3665998.3667549,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli,198,18,74,1,561.0
